service_code,service_full_name,endpoint_prefix,api_version,protocols,uid,regions,region_count,is_global_like,has_resource_interface
ssm-quicksetup,AWS Systems Manager QuickSetup,ssm-quicksetup,2018-05-10,rest-json,ssm-quicksetup-2018-05-10,ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-north-1;eu-west-1;eu-west-2;eu-west-3;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,16,False,False
ssm-sap,AWS Systems Manager for SAP,ssm-sap,2018-05-10,rest-json,ssm-sap-2018-05-10,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ca-central-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,28,False,False
sso,AWS Single Sign-On,portal.sso,2019-06-10,rest-json,sso-2019-06-10,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,30,False,False
sso-admin,AWS Single Sign-On Admin,sso,2020-07-20,json,sso-admin-2020-07-20,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,30,False,False
sso-oidc,AWS SSO OIDC,oidc,2019-06-10,rest-json,sso-oidc-2019-06-10,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,30,False,False
stepfunctions,AWS Step Functions,states,2016-11-23,json,states-2016-11-23,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
storagegateway,AWS Storage Gateway,storagegateway,2013-06-30,json,storagegateway-2013-06-30,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
sts,AWS Security Token Service,sts,2011-06-15,query,sts-2011-06-15,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
supplychain,AWS Supply Chain,scn,2024-01-01,rest-json,supplychain-2024-01-01,,0,True,False
support,AWS Support,support,2013-04-15,json,support-2013-04-15,,0,True,False
support-app,AWS Support App,supportapp,2021-08-20,rest-json,support-app-2021-08-20,eu-west-1;us-east-1;us-west-2,3,False,False
swf,Amazon Simple Workflow Service,swf,2012-01-25,json,swf-2012-01-25,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
synthetics,Synthetics,synthetics,2017-10-11,rest-json,synthetics-2017-10-11,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
taxsettings,Tax Settings,tax,2018-05-10,rest-json,taxsettings-2018-05-10,,0,True,False
textract,Amazon Textract,textract,2018-06-27,json,textract-2018-06-27,ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;us-east-1;us-east-2;us-west-1;us-west-2,14,False,False
timestream-influxdb,Timestream InfluxDB,timestream-influxdb,2023-01-27,json,timestream-influxdb-2023-01-27,,0,True,False
timestream-query,Amazon Timestream Query,query.timestream,2018-11-01,json,timestream-query-2018-11-01,ap-northeast-1;ap-south-1;ap-southeast-2;eu-central-1;eu-west-1;us-east-1;us-east-2;us-west-2,8,False,False
timestream-write,Amazon Timestream Write,ingest.timestream,2018-11-01,json,timestream-write-2018-11-01,ap-northeast-1;ap-south-1;ap-southeast-2;eu-central-1;eu-west-1;us-east-1;us-east-2;us-west-2,8,False,False
tnb,AWS Telco Network Builder,tnb,2008-10-21,rest-json,tnb-2008-10-21,ap-northeast-2;ap-southeast-2;ca-central-1;eu-central-1;eu-north-1;eu-south-2;eu-west-3;sa-east-1;us-east-1;us-west-2,10,False,False
transcribe,Amazon Transcribe Service,transcribe,2017-10-26,json,transcribe-2017-10-26,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-north-1;eu-west-1;eu-west-2;eu-west-3;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,19,False,False
transfer,AWS Transfer Family,transfer,2018-11-05,json,transfer-2018-11-05,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,32,False,False
translate,Amazon Translate,translate,2017-07-01,json,translate-2017-07-01,ap-east-1;ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-north-1;eu-west-1;eu-west-2;eu-west-3;us-east-1;us-east-2;us-west-1;us-west-2,16,False,False
trustedadvisor,TrustedAdvisor Public API,trustedadvisor,2022-09-15,rest-json,trustedadvisor-2022-09-15,,0,True,False
verifiedpermissions,Amazon Verified Permissions,verifiedpermissions,2021-12-01,json,verifiedpermissions-2021-12-01,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,29,False,False
voice-id,Amazon Voice ID,voiceid,2021-09-27,json,voice-id-2021-09-27,ap-northeast-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-west-2;us-east-1;us-west-2,8,False,False
vpc-lattice,Amazon VPC Lattice,vpc-lattice,2022-11-30,rest-json,vpc-lattice-2022-11-30,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,28,False,False
waf,AWS WAF,waf,2015-08-24,json,waf-2015-08-24,,0,True,False
waf-regional,AWS WAF Regional,waf-regional,2016-11-28,json,waf-regional-2016-11-28,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ca-central-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,28,False,False
wafv2,AWS WAFV2,wafv2,2019-07-29,json,wafv2-2019-07-29,af-south-1;ap-east-1;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,32,False,False
wellarchitected,AWS Well-Architected Tool,wellarchitected,2020-03-31,rest-json,wellarchitected-2020-03-31,ap-east-1;ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-north-1;eu-west-1;eu-west-2;eu-west-3;me-south-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,18,False,False
wisdom,Amazon Connect Wisdom Service,wisdom,2020-10-19,rest-json,wisdom-2020-10-19,ap-northeast-1;ap-northeast-2;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-west-2;us-east-1;us-west-2,9,False,False
workdocs,Amazon WorkDocs,workdocs,2016-05-01,rest-json,workdocs-2016-05-01,ap-northeast-1;ap-southeast-1;ap-southeast-2;eu-west-1;us-east-1;us-west-2,6,False,False
workmail,Amazon WorkMail,workmail,2017-10-01,json,workmail-2017-10-01,eu-west-1;us-east-1;us-west-2,3,False,False
workmailmessageflow,Amazon WorkMail Message Flow,workmailmessageflow,2019-05-01,rest-json,workmailmessageflow-2019-05-01,,0,True,False
workspaces,Amazon WorkSpaces,workspaces,2015-04-08,json,workspaces-2015-04-08,af-south-1;ap-northeast-1;ap-northeast-2;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-west-1;eu-west-2;eu-west-3;il-central-1;sa-east-1;us-east-1;us-west-2,15,False,False
workspaces-instances,Amazon Workspaces Instances,workspaces-instances,2022-07-26,json,workspaces-instances-2022-07-26,,0,True,False
workspaces-thin-client,Amazon WorkSpaces Thin Client,thinclient,2023-08-22,rest-json,workspaces-thin-client-2023-08-22,ap-south-1;ca-central-1;eu-central-1;eu-west-1;eu-west-2;us-east-1;us-west-2,7,False,False
workspaces-web,Amazon WorkSpaces Web,workspaces-web,2020-07-08,rest-json,workspaces-web-2020-07-08,ap-northeast-1;ap-south-1;ap-southeast-1;ap-southeast-2;ca-central-1;eu-central-1;eu-west-1;eu-west-2;us-east-1;us-west-2,10,False,False
xray,AWS X-Ray,xray,2016-04-12,rest-json,xray-2016-04-12,af-south-1;ap-east-1;ap-east-2;ap-northeast-1;ap-northeast-2;ap-northeast-3;ap-south-1;ap-south-2;ap-southeast-1;ap-southeast-2;ap-southeast-3;ap-southeast-4;ap-southeast-5;ap-southeast-7;ca-central-1;ca-west-1;eu-central-1;eu-central-2;eu-north-1;eu-south-1;eu-south-2;eu-west-1;eu-west-2;eu-west-3;il-central-1;me-central-1;me-south-1;mx-central-1;sa-east-1;us-east-1;us-east-2;us-west-1;us-west-2,33,False,False
